"n. 电荷, 指控, 费用; 照顾, 责任
vt. 控诉, 加罪于, 要价, 赊账, 充电, 管理
v. 冲锋（charge的过去分词）",他在父母去世後，由叔父抚养。,只要你预先付款，我们就不收你送货费。,让他承担起看护年轻游泳者的任务。,,,,,,,,,
,,,,,,,,,,,,
in charge,He was left in charge of the shop while the manager was away.,I am in charge of financial affairs.,The butler is in charge of the wine cellar.,,,,,,,,,
"adj. 负责(在...的看管下,主管)","经理不在时, 他负责这个商店.",我职掌财务。,仆役长负责管理酒窖。,,,,,,,,,
,,,,,,,,,,,,
physical,Physical disability causes mental anguish.,Staying up late makes him at his worst in terms of physical situation.,We suggest that Smith be told about his physical condition as soon as possible.,,,,,,,,,
"adj. 身体的,物理的,物质的
n. 体检",生理伤残会引起心理苦闷.,熬夜使得他的体力状况处于低潮。,我们主张应尽快告诉史密斯他的身体状况。,,,,,,,,,
,,,,,,,,,,,,
fine,"It poured all morning, but turned fine later.",That suits me fine.,Please cut up the vegetables very fine.,,,,,,,,,
"n. 罚款,罚金,结尾
vt. 罚款
vi. 净化，细化
adj. 美好的, 优质的, 精致的，晴朗的, 健康的，纤细的，恭维的，辞藻华丽的
adv. 恰好地，合适地",下了一上午的瓢泼大雨，後来才转晴。,这对我很合适。,请把蔬菜切成碎末。,,,,,,,,,
,,,,,,,,,,,,
poster,The poster had been ripped to pieces.,The lettering on the poster is very eye-catching.,"The poster only stayed up a few hours, before it was stolen.",,,,,,,,,
"n. 海报,招贴,脚夫
v. 贴海报于",那张广告画已被撕得粉碎。,海报上的字体非常醒目.,那张海报贴上去没几个小时就让人给偷走了。,,,,,,,,,
,,,,,,,,,,,,
advertise,If you want to sell your product you must advertise it.,We decided to advertise our new product.,I advertised him of my plan.,,,,,,,,,
"vi. 登广告
vt. 为...做广告, 宣传",如果你要推销自己的产品，你就必须做广告。,我们决定为我们的新产品做广告。,我告知他我的计划。,,,,,,,,,
,,,,,,,,,,,,
princess,a princess dress.,I worked as a companion to an old princess.,The kind dwarf asked the little princess to have dinner with him.,,,,,,,,,
"n. 公主, 妃,贵妇
adj. (礼服)合身而好看的,有贵族气息的",紧身连衣长裙,我当过一位老公爵夫人的陪伴人.,善良的小矮人邀请小公主和他一起吃晚饭。,,,,,,,,,
,,,,,,,,,,,,
glory,The glory of the idea blossomed in his mind.,The cathedral is the crowning glory of the city.,The workers were glorying in their new-found freedom.,,,,,,,,,
"n. 光荣,荣誉,壮丽,赞颂
vi. 为...而骄傲自豪
interj. 用于表示惊叹",在他的脑海中这一想法变得越来越宏大。,大教堂是这座城市至高无上的骄傲。,工人们因才获得的自由而无比喜悦。,,,,,,,,,
,,,,,,,,,,,,
bargain,The leaders bargained away the freedom of their people.,"If you promote our goods, we will give you a good discount as our part of the bargain.",The exam was more difficult than I had bargained for.,,,,,,,,,
"n. 交易,买卖,物美价廉的东西
vi. 议价
vt. 议价交易",领导人拿人民的自由来做交易。,若你方经销我们的货物，我方愿给予你相当大的优惠作为回报。,这次考试之难出乎我的意料之外。,,,,,,,,,
,,,,,,,,,,,,
prince,"By the common consent of critics, Shakespeare is the prince of character delineators.",The witch charmed the prince.,She managed to swing an interview with the Prince.,,,,,,,,,
"n. 王子, 亲王, 佼佼者",评论家一致公认莎士比亚是刻画人物的大师。,女巫对王子施了魔法。,她设法采访了亲王.,,,,,,,,,
,,,,,,,,,,,,
hopeless,I'm hopeless at mathematics.,I'm hopeless.,"The buses are absolutely hopeless these days!
                                                        
                                                    ",,,,,,,,,
"adj. 没有希望的, 绝望的,无可救药的",我对数学一窍不通。,我不可救药了。,如今的公共汽车简直糟透了。,,,,,,,,,
,,,,,,,,,,,,
foolish,I felt rather foolish when I couldn't answer the teacher's question.,He was angry with himself for having made such a foolish mistake.,"Can you persuade her out of her foolish plans?
                                                        
                                                    ",,,,,,,,,
adj. 愚蠢的，荒谬的，可笑的,当我回答不出老师的提问时，我觉得自己很愚蠢。,他为犯如此愚蠢的错误而对自己气恼不已。,你能劝她放弃她那些愚蠢的计划吗？,,,,,,,,,
,,,,,,,,,,,,
goddess,He adores this screen goddess with godliness.,A calf was offered up as a sacrifice to the goddess.,They adored her as a living goddess.,,,,,,,,,
n. 女神，受崇拜的女性,他十分虔诚地崇拜女明星。,向女神祭献了一头牺牲小牛.,他们把她当作活女神崇拜.,,,,,,,,,
,,,,,,,,,,,,
pain,"She's been complaining again she's a real pain!
                                                        
                                                    ",He has a pain in the knee.,"she gets headaches and shoulder pain because she has to hold her head on an angle a lot of the time and this causes her stress and physical pain
                                                        
                                                    ",,,,,,,,,
"n. 痛苦,疼痛,辛苦
vt./vi. 使...痛苦,痛苦,疼",她又发牢骚了－－真烦人！,他膝盖酸痛。,"她会头痛和肩部痛,因为她需要把她的头保持在一个角度很长的时间,这让她有压力和身体上的痛苦",,,,,,,,,
,,,,,,,,,,,,
one after another,"That guy achieved his present success by selling his friends, one after another, down the river.",The lights went out one after another.,One after another rose to speak and pulled all his arguments to pieces.,,,,,,,,,
 一个接一个地,那个家伙靠着一个又一个地出卖自己的朋友而取得了今日的成功。,电灯一个接一个灭了。,他们纷纷起来发言，把他驳得体无完肤。,,,,,,,,,
,,,,,,,,,,,,
deserve,You've been working all morning---you deserve a rest.,You deserve it.,He deserved to be punished.,,,,,,,,,
"vi. 应该得到
vt. 应受,值得",你已经干了一个上午了，该休息一下了。,这是你应得的。,他应当受到惩罚。,,,,,,,,,
,,,,,,,,,,,,
striker,Arsenal have just signed a new striker.,The strikers were threatened with dismissal if they did not return to work.,The strikers have reached a settlement with the employers.,,,,,,,,,
n. 罢工者，(足球)前锋，钟锤,阿森纳队刚雇用了一名新前锋。,"罢工者受到威胁说, 如果他们不复工, 就会被解雇。",罢工者与雇主已达成协议。,,,,,,,,,
,,,,,,,,,,,,
Unit,Cubit is an ancient unit of length.,This textbook has twenty units.,There's a rumour floating around of a new job in the unit.,,,,,,,,,
"n. 单位, 单元",腕尺是古代的一种长度单位。,这本课本有二十单元。,这个部门盛传有个新工作要聘人.,,,,,,,,,
,,,,,,,,,,,,
abacus,The clerk reckoned the expenditure last week with an abacus.,I can use abacus skillfully.,"I like the abacus，which is very beneficial to my life
                                                        
                                                    ",,,,,,,,,
"n. 算盘,圆柱顶板",那位职员用算盘将上周的花销计算出来。,我会熟练地打算盘。,我喜欢算盘，因为它给我的生活带来很多方便,,,,,,,,,
,,,,,,,,,,,,
calculator,Cross-check your answer by using a calculator.,The desk calculator use a roll of paper.,The calculator needs a new battery.,,,,,,,,,
n. 计算器,用计算器核对一下你的答案.,这台台式计算机使用卷纸。,计算器需换新电池。,,,,,,,,,
,,,,,,,,,,,,
laptop,The stolen laptop of a Veterans Affairs employee has been recovered.,Laptop is suitable for use on planes.,"Do you know which one is better, a laptop or a desktop?
                                                        
                                                    ",,,,,,,,,
"n. 便携式电脑, 笔记本电脑",一退伍士兵的被盗手提又回来了.,膝上型电脑适合飞机上使用.,"你知道哪一种更好, 笔记本还是台式机?",,,,,,,,,
,,,,,,,,,,,,
analytical,"As a result, analytical data obtained by analysts were often in disagreement.",I have an analytical approach to every survey.,she is so analytical that her friends always ask her for help about affectional problems.,,,,,,,,,
"adj. 分析的,解析的,善于解析的",结果各个分析家所得的分析数据常常不一致。,我对每项调查都采用一种分析的方法。,她很善于分析以至于她的朋友总是找她帮忙分析情感问题,,,,,,,,,
,,,,,,,,,,,,
calculate,The scientists calculated when the spacecraft would reach the moon.,The government has to calculate the likely effects on revenues of a big drop in the oil price.,We must measure and calculate to determine how much paint will be needed.,,,,,,,,,
"vt. 计算,估计,考虑,推测
vi. 计算,预测,依赖",科学家推算出宇宙飞船抵达月球的时间。,政府必须估算出油价大幅度下降对财政收入可能产生的影响。,我们必需衡量并计算以决定需要多少颜料,,,,,,,,,
,,,,,,,,,,,,
universal,English is referred to as a universal language.,Music has been called the universal language.,His courage compels universal admiration.,,,,,,,,,
"adj. 普遍的,通用的,宇宙的
n. 通用",英文被称为世界语言。,人们称音乐为世界语。,他的勇气得到了普遍的赞赏。。,,,,,,,,,
,,,,,,,,,,,,
simplify,That will simplify my task.,That will simplify my task.,She simplified the instructions so that the children could understand them.,,,,,,,,,
"v. 简化, 使单纯
vt. 简化",那可简化我的工作.,那可简化了我的工作。,她简化了指令以便于儿童理解。,,,,,,,,,
,,,,,,,,,,,,
sum,"Is that the sum of what you've done in the last two years?
                                                        
                                                    ",The last section sums up all the arguments on either side.,The sum of 5 and 3 is 8.,,,,,,,,,
"n. 总数(计),金额,顶点,概略,一笔钱
vt. 总计,概括
vi. 总计",这就是你最近两年中完成的全部数量吗？,最后一部分总结了双方的全部论点。,五加三的总和是八。,,,,,,,,,
,,,,,,,,,,,,
operator,Ring the operator and ask for Freefone 8921.,The radio operator sent (out) an appeal for help to headquarters.,I am a operator.,,,,,,,,,
"n. 操作员,管理者,技工,报务员","接通接线生, 然後要免费通话8921号.",无线电报务员向司令部发出求救信号.,我是一个话务员。,,,,,,,,,
,,,,,,,,,,,,
logical,"Rain was a logical expectation, given the time of year.",It is logical that the book is expensive.,My argument follows the rules of logical induction.,,,,,,,,,
"adj. 符合逻辑的,逻辑上的,有推理能力的",按时节来看，下雨是必然的,书贵是很自然的事.,我是遵循逻辑归纳的法则进行论证的.,,,,,,,,,
,,,,,,,,,,,,
logically,The conclusion does not follow logically from the premise.,People don't think rationally and logically when they're making decisions.,"Logically, you cannot be punished for a crime not yet committed.",,,,,,,,,
"adv. 论理上,逻辑上",逻辑上 adverb C2 in a way that follows the rules of logic in which ideas or facts are based on other true ideas or facts,"符合逻辑的，合情理地 adverb C2 in a way that seems natural, reasonable or sensible","符合逻辑的，合情理地 adverb C2 in a way that seems natural, reasonable or sensible",,,,,,,,,
,,,,,,,,,,,,
technology,Anyone who tries to resist the spread of new technology is fighting a losing battle.,The firm has to overcome its resistance to new technology.,The results of this research can be applied to new developments in technology.,,,,,,,,,
"n. 技术,工艺(学)",想阻止新技术传播的人注定要失败.,这家公司必须克服对采用新技术的阻力.,这项研究成果能应用於新的技术开发方面.,,,,,,,,,
,,,,,,,,,,,,
technological,"Today, the pace of life is increasing with technological advancements.",A successful company must keep up with the pace of technological change.,"For the future, competition between nations will be increasingly based on technological skill.",,,,,,,,,
